#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321AA2AFF
#Date Time: 2024-01-16 17:51:22.722
#Start: 1 Hz
#Stop: 1e+06 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.8538 V
#Offset: 0.00231203 V
#Relative: no
#Channel: Channel 2
#Range: 60.9751 V
#Offset: -0.00115114 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
52.48074602497734,0.002279203277870704,-89.27370223604288,-43.21902647687742
57.54399373371578,0.003520040923317644,-98.19326443013534,-42.33109096935841
63.09573444801943,0.005015095819705914,-97.16972403909568,-170.8259873657261
69.18309709189376,0.005619689482243345,-86.53800755150047,-150.3299640908949
75.8577575029185,0.00700644733392868,-91.1230670462618,117.429008059665
83.17637711026725,0.007711278660052674,-99.122454343019,-103.9154013789929
91.20108393559116,0.008111930596751079,-86.43984705170408,-161.8302160880393
100,0.008176137696292194,-84.95255141868216,-149.7530748081846
109.6478196143187,0.008707423445977353,-84.9998155549858,-146.6662150767105
120.2264434617414,0.008532226681843731,-86.12152102196686,-130.4010475756654
131.8256738556407,0.00856430912939363,-80.20817436848984,-137.3603156343384
144.5439770745929,0.008327904050770168,-78.53008517187115,-130.7600804708117
158.4893192461116,0.007831966068754678,-74.18092170040696,-119.2053377896594
173.7800828749376,0.006676183938744825,-72.73062859116166,-128.3127938074967
190.546071796325,0.006450344215753285,-69.88286630947154,-124.9650983456632
208.9296130854043,0.00500694013958842,-67.58091591463329,-127.1133424497177
229.0867652767775,0.003647478983504563,-64.14872508477308,-128.2756175741217
251.1886431509585,0.002215188759612866,-62.27933519255408,-128.9597950767193
275.4228703338172,-0.0001390316479474717,-59.56147514902096,-132.0278119238112
301.9951720402019,-0.001787302516779438,-57.13898124049852,-132.9664596921846
331.1311214825911,-0.00474160439784249,-54.7248243169604,-136.0079308234797
363.0780547701021,-0.007501236415693308,-52.57718814651788,-138.4681387372144
398.1071705534977,-0.01131075032084105,-50.47736832168077,-141.1219470720269
436.5158322401661,-0.01499184617416737,-48.02046240754674,-145.2952820183472
478.630092322639,-0.01907763521774381,-45.76597090519954,-148.9315749184544
524.8074602497734,-0.02409300918379378,-43.70346916733885,-152.8242724931298
575.4399373371572,-0.02847207969569675,-41.50388750274811,-157.2314863200644
630.9573444801943,-0.03439259519955646,-39.49149198901268,-161.7964490005359
691.8309709189376,-0.04088885422222881,-37.44343901363859,-166.914009189682
758.5775750291843,-0.04769301695308512,-35.52753330241015,-171.9462302607868
831.7637711026726,-0.05483441226475863,-33.66362365263661,-176.8781963795265
912.0108393559115,-0.06300131286029868,-31.85992620426477,177.7917926755689
1000.000000000001,-0.07142355059145825,-30.11139053654362,172.3640977178226
1096.478196143186,-0.08073987897018184,-28.42981214189466,166.9371847955572
1202.264434617413,-0.08985698430511832,-26.84312250271144,161.4914551592763
1318.256738556409,-0.1005263486077249,-25.28401574893648,156.0281312127413
1445.439770745928,-0.1096544245753335,-23.82997694772065,150.5997815297788
1584.893192461114,-0.1210981914392484,-22.42682235245634,145.3069032832374
1737.800828749378,-0.1313007040810347,-21.10635190945773,140.0431415546017
1905.460717963248,-0.1437093872309643,-19.82504029132351,134.9313093561477
2089.296130854041,-0.1542575178073204,-18.62001721616712,129.8360742725143
2290.867652767777,-0.1653878449901057,-17.47520415067273,124.9514498687352
2511.886431509582,-0.1782591179721409,-16.39617782377322,120.1269637725097
2754.228703338169,-0.1919887086022726,-15.36141139109497,115.4975005348738
3019.951720402016,-0.2059197600553093,-14.38316252551525,110.9943944440591
3311.311214825914,-0.2220546637855084,-13.43950947456215,106.578775140538
3630.780547701017,-0.2393774556046254,-12.5411503610221,102.3109686232944
3981.071705534973,-0.2592435940004018,-11.68701926366915,98.17354812530408
4365.158322401665,-0.2807718894971154,-10.87350412909175,94.11682552167099
4786.300923226386,-0.3070882911752102,-10.09710554096444,90.17361128291094
5248.074602497728,-0.3380541463824499,-9.358393852001392,86.31439287269382
5754.399373371578,-0.3715116570379311,-8.654479468100671,82.55122247860457
6309.573444801937,-0.4099375279227898,-7.989682675715791,78.87200814905913
6918.30970918937,-0.4621329011021031,-7.356787569960412,75.2858672131364
7585.775750291836,-0.5040469230149379,-6.759868698773466,71.74023320479441
8317.637711026719,-0.5626208631801595,-6.200580215683368,68.3095382619835
9120.108393559105,-0.6313260545569359,-5.67516167475496,64.94248832419062
10000,-0.69478370724795,-5.183402938391742,61.67599812821885
10964.78196143186,-0.7624126155698909,-4.726095918676451,58.47344441593174
12022.64434617414,-0.8374610242631036,-4.298690991844638,55.37889286746358
13182.56738556407,-0.9102801246421934,-3.905669806815268,52.33818915831177
14454.39770745929,-0.991926505044004,-3.537813869492966,49.40392624757736
15848.93192461113,-1.057325554930079,-3.20455245647761,46.58412598247799
17378.00828749376,-1.126757915679707,-2.898381063848089,43.8479480127799
19054.60717963249,-1.19491248182275,-2.616403969466825,41.18126581724539
20892.96130854039,-1.258983750539423,-2.360304943930462,38.64671584486065
22908.67652767775,-1.317686028278494,-2.126109246487225,36.19753503511936
25118.86431509579,-1.38381088768786,-1.912810112270988,33.85050805736797
27542.28703338168,-1.426197202774786,-1.720720846194773,31.60428891146285
30199.51720402019,-1.474162138222911,-1.547359028991691,29.45888559152668
33113.11214825911,-1.51432439519363,-1.390464712404697,27.38318778370583
36307.80547701016,-1.552005274464624,-1.255457518567298,25.42002378499335
39810.71705534978,-1.587266530287092,-1.129962118848345,23.59462948093693
43651.58322401661,-1.613086203778298,-1.025694984587498,21.81338392513089
47863.00923226388,-1.646276367140261,-0.9215416673170619,20.13344202115362
52480.74602497726,-1.665471523213836,-0.8319528297665753,18.51782455278869
57543.99373371572,-1.686085749499841,-0.7546372887422353,16.98537060905531
63095.7344480194,-1.701861974791574,-0.6886840021811149,15.55768462209542
69183.09709189367,-1.712310310615079,-0.6318855398484982,14.22876011274032
75857.75750291844,-1.725826635672689,-0.5801202648299466,12.94115278738471
83176.37711026709,-1.73914078805692,-0.5385782175619604,11.68484895184054
91201.08393559101,-1.745297123257026,-0.5000500226844642,10.53806768720889
100000.0000000001,-1.749312451339217,-0.4649972216741997,9.437001143298673
109647.8196143185,-1.744753061958738,-0.439359815331325,8.406091231203646
120226.4434617413,-1.752795145127115,-0.4142336158744058,7.410956487406708
131825.6738556408,-1.756995001492927,-0.3902625544260541,6.449028276870166
144543.9770745928,-1.756988689309328,-0.377655179610295,5.525544127874156
158489.3192461115,-1.756064595493762,-0.3671658080176634,4.684673046739174
173780.0828749375,-1.77155181908154,-0.3555686839536037,3.859891434623037
190546.0717963248,-1.765045315342507,-0.3446770795147641,3.027821977692895
208929.6130854042,-1.772549789732921,-0.3404753278316868,2.231998642543132
229086.7652767773,-1.775097196131446,-0.3357925606739905,1.432001097433286
251188.6431509582,-1.787513220420706,-0.3355448821893842,0.6374312496914456
275422.8703338165,-1.796583817203872,-0.333249523593499,-0.09058930034092327
301995.1720402017,-1.793624707801271,-0.3328475606921511,-0.8702757398738754
331131.1214825913,-1.801976673347519,-0.3306817888463177,-1.62948475350143
363078.0547701013,-1.809491618386896,-0.3285350045164818,-2.429035243788327
398107.1705534974,-1.824197341281368,-0.3280369067364705,-3.237267578377924
436515.8322401657,-1.826829057538823,-0.3362437110684636,-4.105468078576038
478630.0923226383,-1.83598977230113,-0.3385431328176454,-4.970621846278192
524807.4602497729,-1.845086725450472,-0.3478039297011783,-5.889179227382126
575439.9373371567,-1.853139539067484,-0.3585108368123113,-6.856901316401679
630957.3444801933,-1.865588290105555,-0.3728981488678798,-7.856276496645135
691830.970918937,-1.877566862052496,-0.3870703788829728,-8.909854429299671
758577.5750291836,-1.887864579339289,-0.4053073787867176,-10.02742606208895
831763.7711026713,-1.90499514233451,-0.4281371055876303,-11.1957244813841
912010.8393559093,-1.931668942223896,-0.4506487582759765,-12.41024741205638
1000000,-1.979816365894931,-0.4795072562380641,-13.68288079315948
